Transaction ID,Customer ID,Purchase Date,Age,Gender,Location,Online/Offline,Online Store,Category,Item Purchased,Brand,Color,Size,Quantity,Purchase Amount (₹),Discount (%),Festival/Sale,Shipping Charge (₹),Delivery Speed,Delivery Time (Days),Subscription Status,Payment Method,Review Rating,Return Status,Previous Purchases,Frequency of Purchases,Year,Month Number,Month,Year-Month,Quarter,Day of Week,Age Group,Returned,Subscribed,Online Purchase,Sale Purchase,Average Amount per Item (₹),Has Discount,Has Shipping Charge
TXN505762,CUST002516,2024-05-14,58,Female,Kolkata,Online,Amazon,Footwear,Boots,Bata,Blue,9,1,5456,13,Standard Day,0,Standard,5,Yes,UPI,3,Not Returned,5,Quarterly,2024,5,May,2024-05,Q2,Tuesday,55-64,False,True,True,False,5456.0,True,False
TXN505763,CUST002420,2023-05-03,33,Female,Chandigarh,Online,Myntra,Footwear,Slippers,Bata,Navy,7,1,319,0,Standard Day,40,Standard,3,No,UPI,3,Not Returned,27,Fortnightly,2023,5,May,2023-05,Q2,Wednesday,25-34,False,False,True,False,319.0,False,True
TXN505764,CUST003260,2023-09-16,36,Male,Bangalore,Offline,In-Store Purchase,Footwear,Running Shoes,Nike,Green,8,1,9286,5,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,11,Monthly,2023,9,September,2023-09,Q3,Saturday,35-44,False,False,False,False,9286.0,True,False
TXN505765,CUST000644,2024-03-23,58,Female,Mumbai,Online,Flipkart,Accessories,Sunglasses,Puma,Beige,Free Size,1,6256,6,Standard Day,60,Express,2,No,Cash on Delivery,4,Returned,3,Quarterly,2024,3,March,2024-03,Q1,Saturday,55-64,True,False,True,False,6256.0,True,True
TXN505766,CUST002338,2024-09-26,57,Female,Pune,Online,Meesho,Clothing,Kurta,Biba,Blue,XXL,1,3133,4,Standard Day,0,Standard,4,Yes,UPI,5,Not Returned,4,Monthly,2024,9,September,2024-09,Q3,Thursday,55-64,False,True,True,False,3133.0,True,False
TXN505767,CUST003053,2023-04-13,53,Male,Lucknow,Online,Amazon,Clothing,Jeans,Zara,Brown,L,3,7511,7,Standard Day,60,Standard,7,No,Net Banking,3,Returned,17,Fortnightly,2023,4,April,2023-04,Q2,Thursday,45-54,True,False,True,False,2503.6666666666665,True,True
TXN505768,CUST002549,2023-08-13,21,Female,Visakhapatnam,Online,Nykaa,Accessories,Cap,Fastrack,Beige,M,1,621,24,Independence Day Sale,0,Standard,5,Yes,Cash on Delivery,3,Not Returned,0,Rarely,2023,8,August,2023-08,Q3,Sunday,18-24,False,True,True,True,621.0,True,False
TXN505769,CUST002135,2024-08-18,19,Female,Bangalore,Online,Myntra,Accessories,Socks,Wildcraft,Olive,Free Size,1,393,6,Standard Day,40,Express,1,No,Debit Card,2,Returned,26,Fortnightly,2024,8,August,2024-08,Q3,Sunday,18-24,True,False,True,False,393.0,True,True
TXN505770,CUST000446,2024-10-23,38,Female,Ahmedabad,Online,Nykaa,Clothing,Hoodie,Nike,Blue,XS,3,13450,0,Standard Day,0,Standard,5,No,Cash on Delivery,4,Not Returned,23,Fortnightly,2024,10,October,2024-10,Q4,Wednesday,35-44,False,False,True,False,4483.333333333333,False,False
TXN505771,CUST001810,2024-02-21,28,Male,Mumbai,Online,Ajio,Clothing,Shorts,H&M,Navy,S,1,776,10,Standard Day,0,Express,2,Yes,UPI,4,Not Returned,0,Rarely,2024,2,February,2024-02,Q1,Wednesday,25-34,False,True,True,False,776.0,True,False
TXN505772,CUST000550,2024-06-04,64,Male,Lucknow,Offline,In-Store Purchase,Footwear,Sneakers,Puma,White,8,2,20576,1,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,33,Fortnightly,2024,6,June,2024-06,Q2,Tuesday,55-64,False,False,False,False,10288.0,True,False
TXN505773,CUST001025,2023-05-18,64,Male,Bangalore,Online,Meesho,Clothing,Saree,FabIndia,Navy,L,1,10841,8,Standard Day,0,Express,2,Yes,UPI,4,Not Returned,13,Monthly,2023,5,May,2023-05,Q2,Thursday,55-64,False,True,True,False,10841.0,True,False
TXN505774,CUST002923,2023-01-08,64,Male,Visakhapatnam,Online,Ajio,Clothing,Saree,Biba,Black,XXL,1,4613,1,Standard Day,0,Express,2,Yes,Debit Card,5,Not Returned,1,Rarely,2023,1,January,2023-01,Q1,Sunday,55-64,False,True,True,False,4613.0,True,False
TXN505775,CUST000873,2023-09-10,49,Female,Pune,Online,Meesho,Accessories,Socks,Levis,Black,Free Size,2,978,15,Standard Day,40,Standard,6,No,Debit Card,2,Returned,8,Monthly,2023,9,September,2023-09,Q3,Sunday,45-54,True,False,True,False,489.0,True,True
TXN505776,CUST002962,2023-06-30,39,Female,Lucknow,Offline,In-Store Purchase,Clothing,Saree,Biba,Brown,XS,2,15927,2,Standard Day,0,N/A (Offline),0,No,Cash,4,Not Returned,10,Monthly,2023,6,June,2023-06,Q2,Friday,35-44,False,False,False,False,7963.5,True,False
TXN505777,CUST001090,2023-01-10,40,Male,Indore,Online,Ajio,Footwear,Sneakers,Adidas,Navy,10,1,5416,8,Standard Day,40,Express,2,No,Debit Card,5,Returned,51,Weekly,2023,1,January,2023-01,Q1,Tuesday,35-44,True,False,True,False,5416.0,True,True
TXN505778,CUST001279,2024-01-10,20,Male,Visakhapatnam,Online,Myntra,Footwear,Sneakers,Adidas,White,10,1,10588,6,Standard Day,0,Same Day,0,Yes,Debit Card,3,Not Returned,7,Monthly,2024,1,January,2024-01,Q1,Wednesday,18-24,False,True,True,False,10588.0,True,False
TXN505779,CUST002451,2023-09-11,36,Female,Ahmedabad,Online,Myntra,Footwear,Running Shoes,Adidas,Black,7,1,21404,6,Standard Day,40,Express,1,No,Credit Card,3,Not Returned,13,Monthly,2023,9,September,2023-09,Q3,Monday,35-44,False,False,True,False,21404.0,True,True
TXN505780,CUST001822,2023-10-08,63,Female,Chennai,Online,Amazon,Clothing,Jacket,HRX,Beige,L,2,7997,8,Standard Day,0,Standard,6,No,UPI,2,Not Returned,1,Rarely,2023,10,October,2023-10,Q4,Sunday,55-64,False,False,True,False,3998.5,True,False
TXN505781,CUST000661,2023-11-09,23,Male,Bhubaneswar,Offline,In-Store Purchase,Footwear,Running Shoes,Puma,Green,10,3,13459,17,In-Store Festival Offer,0,N/A (Offline),0,No,UPI,4,Not Returned,0,Rarely,2023,11,November,2023-11,Q4,Thursday,18-24,False,False,False,True,4486.333333333333,True,False
TXN505782,CUST003324,2023-04-12,58,Female,Delhi,Online,Ajio,Footwear,Boots,Bata,Brown,9,2,9236,5,Standard Day,40,Express,1,No,Debit Card,3,Not Returned,1,Rarely,2023,4,April,2023-04,Q2,Wednesday,55-64,False,False,True,False,4618.0,True,True
TXN505783,CUST002417,2023-03-05,64,Female,Patna,Online,Myntra,Clothing,Kurta,Max,Black,XL,1,821,3,Standard Day,0,Standard,7,No,Cash on Delivery,3,Not Returned,3,Quarterly,2023,3,March,2023-03,Q1,Sunday,55-64,False,False,True,False,821.0,True,False
TXN505784,CUST000013,2023-09-09,27,Female,Patna,Online,Amazon,Footwear,Running Shoes,HRX,Brown,10,1,1740,8,Standard Day,0,Same Day,0,No,UPI,3,Not Returned,4,Quarterly,2023,9,September,2023-09,Q3,Saturday,25-34,False,False,True,False,1740.0,True,False
TXN505785,CUST001329,2023-12-04,18,Male,Kolkata,Online,Meesho,Footwear,Sneakers,Puma,Grey,11,1,14216,8,Standard Day,40,Standard,3,No,UPI,4,Not Returned,3,Monthly,2023,12,December,2023-12,Q4,Monday,18-24,False,False,True,False,14216.0,True,True
TXN505786,CUST000464,2024-05-29,20,Male,Noida,Online,Meesho,Footwear,Heels,Bata,Grey,11,1,1806,6,Standard Day,60,Express,2,No,UPI,3,Not Returned,1,Rarely,2024,5,May,2024-05,Q2,Wednesday,18-24,False,False,True,False,1806.0,True,True
TXN505787,CUST000816,2024-09-22,58,Male,Bhubaneswar,Online,Meesho,Footwear,Slippers,Zara,Red,8,1,1044,12,Standard Day,0,Express,2,No,UPI,3,Not Returned,4,Quarterly,2024,9,September,2024-09,Q3,Sunday,55-64,False,False,True,False,1044.0,True,False
TXN505788,CUST002283,2023-05-21,32,Female,Indore,Offline,In-Store Purchase,Clothing,Shorts,Adidas,Grey,L,1,866,8,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,0,Rarely,2023,5,May,2023-05,Q2,Sunday,25-34,False,False,False,False,866.0,True,False
TXN505789,CUST000883,2024-02-28,19,Male,Gurgaon,Online,Nykaa,Accessories,Socks,Puma,Green,S,1,473,9,Standard Day,40,Standard,6,No,UPI,4,Returned,1,Rarely,2024,2,February,2024-02,Q1,Wednesday,18-24,True,False,True,False,473.0,True,True
TXN505790,CUST002124,2023-06-17,48,Male,Bangalore,Online,Meesho,Accessories,Bag,Tommy Hilfiger,White,Free Size,2,5885,9,Standard Day,0,Standard,7,Yes,Credit Card,4,Not Returned,24,Fortnightly,2023,6,June,2023-06,Q2,Saturday,45-54,False,True,True,False,2942.5,True,False
TXN505791,CUST002110,2024-01-22,59,Female,Nagpur,Online,Nykaa,Footwear,Heels,Bata,Brown,7,3,2726,3,Standard Day,0,Same Day,0,No,UPI,4,Not Returned,1,Rarely,2024,1,January,2024-01,Q1,Monday,55-64,False,False,True,False,908.6666666666666,True,False
TXN505792,CUST002258,2024-06-24,23,Female,Bangalore,Online,Ajio,Clothing,Jacket,Zara,Olive,L,3,15087,4,Standard Day,0,Standard,7,No,UPI,3,Not Returned,12,Monthly,2024,6,June,2024-06,Q2,Monday,18-24,False,False,True,False,5029.0,True,False
TXN505793,CUST003373,2024-08-10,21,Male,Kolkata,Offline,In-Store Purchase,Footwear,Sneakers,Puma,Black,7,1,19324,14,In-Store Festival Offer,0,N/A (Offline),0,Yes,UPI,4,Not Returned,11,Fortnightly,2024,8,August,2024-08,Q3,Saturday,18-24,False,True,False,True,19324.0,True,False
TXN505794,CUST002268,2023-04-21,24,Male,Gurgaon,Online,Ajio,Footwear,Running Shoes,HRX,Grey,8,1,4912,6,Standard Day,99,Same Day,0,No,UPI,2,Returned,12,Monthly,2023,4,April,2023-04,Q2,Friday,18-24,True,False,True,False,4912.0,True,True
TXN505795,CUST001944,2023-09-10,35,Female,Hyderabad,Offline,In-Store Purchase,Footwear,Heels,Hush Puppies,Black,6,1,7171,0,Standard Day,0,N/A (Offline),0,No,Cash,3,Not Returned,13,Monthly,2023,9,September,2023-09,Q3,Sunday,35-44,False,False,False,False,7171.0,False,False
TXN505796,CUST000363,2024-10-18,41,Male,Bangalore,Online,Flipkart,Footwear,Running Shoes,Adidas,Red,9,1,3836,0,Standard Day,99,Express,2,No,Debit Card,4,Not Returned,49,Weekly,2024,10,October,2024-10,Q4,Friday,35-44,False,False,True,False,3836.0,False,True
TXN505797,CUST000436,2024-12-06,52,Female,Ahmedabad,Offline,In-Store Purchase,Clothing,Shorts,Adidas,Black,S,1,3196,9,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,43,Weekly,2024,12,December,2024-12,Q4,Friday,45-54,False,False,False,False,3196.0,True,False
TXN505798,CUST002682,2024-08-21,59,Male,Kolkata,Online,Meesho,Clothing,Dress,Roadster,Navy,M,1,1561,29,Independence Day Sale,40,Standard,6,No,UPI,2,Not Returned,4,Quarterly,2024,8,August,2024-08,Q3,Wednesday,55-64,False,False,True,True,1561.0,True,True
TXN505799,CUST002213,2024-08-02,35,Male,Lucknow,Online,Amazon,Accessories,Cap,Tommy Hilfiger,Blue,Free Size,2,2720,15,Standard Day,0,Same Day,0,No,UPI,4,Not Returned,4,Quarterly,2024,8,August,2024-08,Q3,Friday,35-44,False,False,True,False,1360.0,True,False
TXN505800,CUST002573,2024-05-21,42,Male,Surat,Online,Ajio,Footwear,Sneakers,HRX,Beige,9,2,21177,2,Standard Day,0,Standard,7,No,UPI,2,Returned,16,Fortnightly,2024,5,May,2024-05,Q2,Tuesday,35-44,True,False,True,False,10588.5,True,False
TXN505801,CUST002881,2024-07-01,56,Male,Kolkata,Offline,In-Store Purchase,Footwear,Formal Shoes,Zara,Red,10,2,19886,8,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,1,Rarely,2024,7,July,2024-07,Q3,Monday,55-64,False,False,False,False,9943.0,True,False
TXN505802,CUST002403,2024-06-08,44,Male,Gurgaon,Online,Myntra,Clothing,Saree,FabIndia,Beige,XS,3,10593,57,Myntra End of Reason Sale,0,Standard,7,Yes,Debit Card,3,Not Returned,1,Rarely,2024,6,June,2024-06,Q2,Saturday,35-44,False,True,True,True,3531.0,True,False
TXN505803,CUST002073,2023-08-04,25,Female,Surat,Offline,In-Store Purchase,Clothing,T-shirt,Roadster,White,XL,1,528,22,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Not Returned,0,Rarely,2023,8,August,2023-08,Q3,Friday,25-34,False,False,False,True,528.0,True,False
TXN505804,CUST000505,2023-01-08,23,Female,Jaipur,Online,Ajio,Footwear,Boots,Zara,Navy,11,3,11653,7,Standard Day,60,Standard,6,No,UPI,4,Returned,18,Fortnightly,2023,1,January,2023-01,Q1,Sunday,18-24,True,False,True,False,3884.3333333333335,True,True
TXN505805,CUST001945,2024-10-29,61,Male,Gurgaon,Online,Nykaa,Accessories,Backpack,Fastrack,White,Free Size,1,704,9,Standard Day,0,Standard,3,Yes,Credit Card,3,Not Returned,55,Weekly,2024,10,October,2024-10,Q4,Tuesday,55-64,False,True,True,False,704.0,True,False
TXN505806,CUST000643,2023-09-03,25,Male,Pune,Offline,In-Store Purchase,Footwear,Formal Shoes,Zara,White,7,1,6822,7,Standard Day,0,N/A (Offline),0,No,Cash,4,Returned,0,Rarely,2023,9,September,2023-09,Q3,Sunday,25-34,True,False,False,False,6822.0,True,False
TXN505807,CUST002229,2024-07-26,35,Male,Visakhapatnam,Offline,In-Store Purchase,Footwear,Sneakers,Adidas,Olive,7,1,23886,1,Standard Day,0,N/A (Offline),0,Yes,Cash,4,Not Returned,17,Fortnightly,2024,7,July,2024-07,Q3,Friday,35-44,False,True,False,False,23886.0,True,False
TXN505808,CUST002152,2023-07-04,23,Female,Kolkata,Online,Ajio,Footwear,Running Shoes,Nike,Green,7,2,42125,9,Standard Day,60,Same Day,0,No,UPI,4,Not Returned,18,Fortnightly,2023,7,July,2023-07,Q3,Tuesday,18-24,False,False,True,False,21062.5,True,True
TXN505809,CUST003112,2024-08-10,24,Female,Bangalore,Offline,In-Store Purchase,Footwear,Boots,Max,Black,8,1,3663,29,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Not Returned,0,Rarely,2024,8,August,2024-08,Q3,Saturday,18-24,False,False,False,True,3663.0,True,False
TXN505810,CUST002560,2024-04-18,28,Male,Gurgaon,Online,Meesho,Clothing,Jacket,HRX,Green,S,1,4473,11,Standard Day,0,Express,1,Yes,UPI,2,Not Returned,6,Monthly,2024,4,April,2024-04,Q2,Thursday,25-34,False,True,True,False,4473.0,True,False
TXN505811,CUST003439,2023-05-24,25,Female,Patna,Online,Nykaa,Clothing,Hoodie,HRX,Navy,XL,3,3161,4,Standard Day,0,Standard,6,Yes,Debit Card,1,Returned,27,Fortnightly,2023,5,May,2023-05,Q2,Wednesday,25-34,True,True,True,False,1053.6666666666667,True,False
TXN505812,CUST002782,2023-06-18,54,Female,Jaipur,Offline,In-Store Purchase,Footwear,Boots,Zara,Grey,6,3,35850,3,Standard Day,0,N/A (Offline),0,No,UPI,4,Not Returned,15,Monthly,2023,6,June,2023-06,Q2,Sunday,45-54,False,False,False,False,11950.0,True,False
TXN505813,CUST002466,2024-05-29,40,Female,Bhubaneswar,Online,Ajio,Accessories,Wallet,Puma,White,Free Size,1,2867,6,Standard Day,0,Express,1,Yes,UPI,4,Not Returned,4,Quarterly,2024,5,May,2024-05,Q2,Wednesday,35-44,False,True,True,False,2867.0,True,False
TXN505814,CUST000544,2024-07-17,58,Female,Bhubaneswar,Online,Amazon,Accessories,Bag,Levis,Grey,Free Size,3,10822,8,Standard Day,99,Standard,3,No,Cash on Delivery,5,Not Returned,22,Weekly,2024,7,July,2024-07,Q3,Wednesday,55-64,False,False,True,False,3607.3333333333335,True,True
TXN505815,CUST002887,2024-05-28,25,Female,Mumbai,Online,Ajio,Clothing,Saree,Max,Brown,XL,2,7299,2,Standard Day,0,Same Day,0,No,Credit Card,3,Not Returned,45,Weekly,2024,5,May,2024-05,Q2,Tuesday,25-34,False,False,True,False,3649.5,True,False
TXN505816,CUST002369,2024-10-19,47,Female,Patna,Offline,In-Store Purchase,Clothing,Shorts,Adidas,Green,M,1,2774,24,In-Store Festival Offer,0,N/A (Offline),0,No,Debit Card,5,Not Returned,15,Fortnightly,2024,10,October,2024-10,Q4,Saturday,45-54,False,False,False,True,2774.0,True,False
TXN505817,CUST002888,2023-04-21,58,Male,Chandigarh,Online,Meesho,Clothing,Saree,Biba,Olive,XS,2,3070,0,Standard Day,0,Express,1,No,Wallet,5,Not Returned,0,Rarely,2023,4,April,2023-04,Q2,Friday,55-64,False,False,True,False,1535.0,False,False
TXN505818,CUST000498,2023-03-25,45,Male,Chandigarh,Online,Flipkart,Clothing,Jacket,Puma,Olive,S,1,2884,15,Standard Day,60,Express,2,No,UPI,4,Not Returned,2,Quarterly,2023,3,March,2023-03,Q1,Saturday,45-54,False,False,True,False,2884.0,True,True
TXN505819,CUST002372,2023-05-18,21,Female,Ahmedabad,Offline,In-Store Purchase,Clothing,Hoodie,Adidas,White,S,1,3532,4,Standard Day,0,N/A (Offline),0,Yes,UPI,4,Not Returned,4,Quarterly,2023,5,May,2023-05,Q2,Thursday,18-24,False,True,False,False,3532.0,True,False
TXN505820,CUST001270,2023-10-30,27,Female,Jaipur,Online,Myntra,Clothing,Shorts,Nike,Grey,S,3,5827,6,Standard Day,0,Express,2,No,UPI,5,Not Returned,5,Quarterly,2023,10,October,2023-10,Q4,Monday,25-34,False,False,True,False,1942.3333333333333,True,False
TXN505821,CUST003048,2023-08-27,36,Female,Lucknow,Online,Myntra,Accessories,Cap,Puma,Red,M,1,387,11,Standard Day,40,Express,2,No,Cash on Delivery,5,Not Returned,8,Monthly,2023,8,August,2023-08,Q3,Sunday,35-44,False,False,True,False,387.0,True,True
TXN505822,CUST003007,2023-06-16,63,Female,Delhi,Online,Myntra,Footwear,Sandals,Hush Puppies,Blue,11,2,4802,0,Standard Day,0,Standard,6,Yes,Credit Card,2,Not Returned,18,Fortnightly,2023,6,June,2023-06,Q2,Friday,55-64,False,True,True,False,2401.0,False,False
TXN505823,CUST002618,2023-06-17,28,Female,Lucknow,Online,Myntra,Clothing,Kurta,FabIndia,White,S,1,4107,6,Standard Day,0,Standard,4,No,UPI,4,Not Returned,3,Quarterly,2023,6,June,2023-06,Q2,Saturday,25-34,False,False,True,False,4107.0,True,False
TXN505824,CUST000575,2024-08-11,46,Male,Lucknow,Online,Ajio,Accessories,Socks,Wildcraft,Brown,Free Size,1,367,0,Standard Day,0,Standard,5,Yes,Debit Card,3,Not Returned,36,Weekly,2024,8,August,2024-08,Q3,Sunday,45-54,False,True,True,False,367.0,False,False
TXN505825,CUST003170,2023-08-27,28,Female,Jaipur,Online,Meesho,Accessories,Cap,Fastrack,Black,Free Size,1,412,34,Independence Day Sale,60,Standard,3,No,UPI,3,Not Returned,12,Monthly,2023,8,August,2023-08,Q3,Sunday,25-34,False,False,True,True,412.0,True,True
TXN505826,CUST000465,2024-07-07,23,Female,Kolkata,Offline,In-Store Purchase,Clothing,Kurta,FabIndia,Beige,XXL,2,3670,4,Standard Day,0,N/A (Offline),0,No,Debit Card,3,Not Returned,11,Monthly,2024,7,July,2024-07,Q3,Sunday,18-24,False,False,False,False,1835.0,True,False
TXN505827,CUST002499,2024-01-21,62,Female,Bangalore,Online,Nykaa,Accessories,Belt,Puma,Green,Free Size,2,1001,10,Standard Day,0,Standard,5,Yes,Debit Card,4,Not Returned,11,Monthly,2024,1,January,2024-01,Q1,Sunday,55-64,False,True,True,False,500.5,True,False
TXN505828,CUST000228,2023-03-28,56,Male,Surat,Offline,In-Store Purchase,Clothing,Saree,Biba,White,XL,1,7139,9,Standard Day,0,N/A (Offline),0,No,Cash,3,Not Returned,6,Quarterly,2023,3,March,2023-03,Q1,Tuesday,55-64,False,False,False,False,7139.0,True,False
TXN505829,CUST002110,2023-03-04,59,Female,Nagpur,Offline,In-Store Purchase,Clothing,Dress,Levis,Navy,XS,1,5562,8,Standard Day,0,N/A (Offline),0,No,Cash,4,Not Returned,1,Rarely,2023,3,March,2023-03,Q1,Saturday,55-64,False,False,False,False,5562.0,True,False
TXN505830,CUST002937,2024-10-24,49,Female,Hyderabad,Online,Nykaa,Footwear,Formal Shoes,Zara,Blue,10,1,2858,15,Diwali Sale,0,Standard,5,Yes,UPI,5,Returned,1,Rarely,2024,10,October,2024-10,Q4,Thursday,45-54,True,True,True,True,2858.0,True,False
TXN505831,CUST002814,2023-10-18,24,Female,Ahmedabad,Online,Meesho,Clothing,Saree,Max,Blue,XXL,2,7851,5,Standard Day,40,Express,2,No,UPI,3,Returned,10,Monthly,2023,10,October,2023-10,Q4,Wednesday,18-24,True,False,True,False,3925.5,True,True
TXN505832,CUST003272,2023-03-07,35,Female,Lucknow,Online,Flipkart,Clothing,Dress,Zara,White,M,1,2403,9,Standard Day,60,Express,2,No,UPI,4,Not Returned,1,Rarely,2023,3,March,2023-03,Q1,Tuesday,35-44,False,False,True,False,2403.0,True,True
TXN505833,CUST002651,2024-12-03,39,Female,Indore,Online,Meesho,Clothing,Shirt,H&M,Black,XL,1,2821,0,Standard Day,40,Standard,6,No,Cash on Delivery,3,Not Returned,55,Weekly,2024,12,December,2024-12,Q4,Tuesday,35-44,False,False,True,False,2821.0,False,True
TXN505834,CUST002866,2023-03-18,25,Female,Delhi,Offline,In-Store Purchase,Clothing,Saree,FabIndia,Grey,S,1,4920,3,Standard Day,0,N/A (Offline),0,No,UPI,5,Not Returned,4,Quarterly,2023,3,March,2023-03,Q1,Saturday,25-34,False,False,False,False,4920.0,True,False
TXN505835,CUST002817,2023-05-05,56,Female,Gurgaon,Online,Amazon,Accessories,Socks,Fastrack,Beige,Free Size,1,266,1,Standard Day,40,Standard,3,No,Cash on Delivery,2,Not Returned,3,Monthly,2023,5,May,2023-05,Q2,Friday,55-64,False,False,True,False,266.0,True,True
TXN505836,CUST000037,2024-04-22,28,Male,Noida,Online,Ajio,Clothing,Saree,FabIndia,Beige,S,2,9769,7,Standard Day,40,Standard,5,No,Credit Card,5,Not Returned,1,Rarely,2024,4,April,2024-04,Q2,Monday,25-34,False,False,True,False,4884.5,True,True
TXN505837,CUST001219,2024-07-28,51,Female,Hyderabad,Online,Flipkart,Clothing,Kurta,Biba,Black,S,1,1303,8,Standard Day,99,Express,1,No,Cash on Delivery,4,Not Returned,1,Rarely,2024,7,July,2024-07,Q3,Sunday,45-54,False,False,True,False,1303.0,True,True
TXN505838,CUST002521,2024-04-16,46,Female,Indore,Offline,In-Store Purchase,Footwear,Formal Shoes,Max,Green,9,4,9301,9,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,25,Fortnightly,2024,4,April,2024-04,Q2,Tuesday,45-54,False,False,False,False,2325.25,True,False
TXN505839,CUST002803,2023-10-21,32,Other,Kolkata,Online,Ajio,Clothing,Saree,FabIndia,Red,L,1,9382,8,Standard Day,0,Express,1,No,UPI,3,Not Returned,21,Fortnightly,2023,10,October,2023-10,Q4,Saturday,25-34,False,False,True,False,9382.0,True,False
TXN505840,CUST001761,2023-06-16,50,Male,Delhi,Offline,In-Store Purchase,Footwear,Sneakers,Adidas,Green,10,1,26962,6,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,1,Rarely,2023,6,June,2023-06,Q2,Friday,45-54,False,False,False,False,26962.0,True,False
TXN505841,CUST003202,2024-10-22,32,Male,Delhi,Online,Nykaa,Footwear,Formal Shoes,Max,Beige,8,1,1736,12,Standard Day,40,Standard,3,No,UPI,3,Not Returned,7,Monthly,2024,10,October,2024-10,Q4,Tuesday,25-34,False,False,True,False,1736.0,True,True
TXN505842,CUST001123,2023-04-07,36,Male,Mumbai,Online,Nykaa,Clothing,Kurta,FabIndia,Blue,L,1,3326,5,Standard Day,0,Standard,5,No,Debit Card,5,Not Returned,0,Rarely,2023,4,April,2023-04,Q2,Friday,35-44,False,False,True,False,3326.0,True,False
TXN505843,CUST000106,2023-10-12,42,Female,Kochi,Online,Meesho,Clothing,Hoodie,Nike,Red,L,1,6111,0,Standard Day,40,Standard,3,No,Cash on Delivery,3,Not Returned,23,Fortnightly,2023,10,October,2023-10,Q4,Thursday,35-44,False,False,True,False,6111.0,False,True
TXN505844,CUST001584,2024-01-22,58,Female,Patna,Online,Ajio,Accessories,Bag,Levis,Green,Free Size,1,3150,2,Standard Day,40,Standard,6,No,UPI,3,Not Returned,1,Rarely,2024,1,January,2024-01,Q1,Monday,55-64,False,False,True,False,3150.0,True,True
TXN505845,CUST001557,2024-02-22,28,Male,Gurgaon,Online,Nykaa,Footwear,Sneakers,Puma,White,11,1,11035,8,Standard Day,0,Express,2,No,Debit Card,4,Not Returned,23,Weekly,2024,2,February,2024-02,Q1,Thursday,25-34,False,False,True,False,11035.0,True,False
TXN505846,CUST001401,2024-05-01,19,Female,Chennai,Online,Ajio,Footwear,Sneakers,Puma,White,10,3,54148,8,Standard Day,0,Standard,3,Yes,Credit Card,5,Not Returned,1,Rarely,2024,5,May,2024-05,Q2,Wednesday,18-24,False,True,True,False,18049.333333333332,True,False
TXN505847,CUST001975,2023-08-09,63,Other,Nagpur,Online,Amazon,Clothing,T-shirt,Adidas,Red,XXL,1,1592,0,Standard Day,0,Standard,7,Yes,UPI,3,Not Returned,18,Fortnightly,2023,8,August,2023-08,Q3,Wednesday,55-64,False,True,True,False,1592.0,False,False
TXN505848,CUST003154,2023-09-12,51,Female,Ahmedabad,Online,Nykaa,Accessories,Cap,Wildcraft,White,M,2,1946,1,Standard Day,40,Standard,5,No,UPI,3,Not Returned,17,Fortnightly,2023,9,September,2023-09,Q3,Tuesday,45-54,False,False,True,False,973.0,True,True
TXN505849,CUST001456,2023-09-07,50,Female,Chandigarh,Offline,In-Store Purchase,Footwear,Running Shoes,HRX,Grey,7,1,7031,2,Standard Day,0,N/A (Offline),0,No,UPI,3,Not Returned,23,Fortnightly,2023,9,September,2023-09,Q3,Thursday,45-54,False,False,False,False,7031.0,True,False
TXN505850,CUST001074,2024-05-11,48,Other,Jaipur,Online,Meesho,Clothing,Trousers,Max,White,XS,1,1498,1,Standard Day,0,Standard,6,Yes,UPI,1,Not Returned,0,Rarely,2024,5,May,2024-05,Q2,Saturday,45-54,False,True,True,False,1498.0,True,False
TXN505851,CUST001614,2023-03-29,34,Male,Mumbai,Online,Amazon,Footwear,Sneakers,Nike,Red,8,3,24525,15,Standard Day,0,Standard,5,No,Cash on Delivery,4,Returned,54,Weekly,2023,3,March,2023-03,Q1,Wednesday,25-34,True,False,True,False,8175.0,True,False
TXN505852,CUST003313,2023-12-01,47,Male,Ahmedabad,Online,Meesho,Clothing,T-shirt,Puma,Black,XXL,1,1411,4,Standard Day,99,Standard,6,No,Credit Card,3,Not Returned,14,Monthly,2023,12,December,2023-12,Q4,Friday,45-54,False,False,True,False,1411.0,True,True
TXN505853,CUST002125,2024-08-24,41,Male,Chennai,Offline,In-Store Purchase,Footwear,Heels,Bata,Grey,7,1,1937,13,In-Store Festival Offer,0,N/A (Offline),0,No,Credit Card,3,Not Returned,55,Weekly,2024,8,August,2024-08,Q3,Saturday,35-44,False,False,False,True,1937.0,True,False
